Temp dt vW method ef wd lg_ef t season4 h_sin h_cos t_sin t_cos dW_sin dW_cos
2.33333333 12MAR2017:05:00:00 1.94124725 4 0.70939787 E -0.343338739 3149 2 0.9659258262890682 0.25881904510252096 0.7758587728069828 -0.6309066211876704 0.9333183994593278 -0.35904980884367377
2.5 12MAR2017:06:00:00 2.05236519 4 0.860841697 E -0.149844651 3150 2 1.0 6.123233995736766e-17 0.7758587728069828 -0.6309066211876704 0.9311165119908401 -0.36472186813791646
2.91666667 12MAR2017:07:00:00 1.87713597 4 0.758364588 E -0.276591022 3151 2 0.9659258262890683 -0.25881904510252063 0.7758587728069828 -0.6309066211876704 0.9303125991525908 -0.36676759379469576
2.75 12MAR2017:08:00:00 2.29756838 4 0.8883328309999999 E -0.118408797 3152 2 0.8660254037844387 -0.4999999999999998 0.7758587728069828 -0.6309066211876704 0.9253681533968213 -0.3790696251072579
4.16666667 12MAR2017:09:00:00 2.84296303 4 0.848396223 E -0.164407508 3153 2 0.7071067811865476 -0.7071067811865475 0.7758587728069828 -0.6309066211876704 0.899578377001486 -0.4367593658198669
5.5 12MAR2017:10:00:00 3.47086959 4 1.2994284 E 0.26192447550000003 3154 2 0.5000000000000003 -0.8660254037844385 0.7758587728069828 -0.6309066211876704 0.8912341213512605 -0.45354353808564707
6.08333333 12MAR2017:11:00:00 3.94426993 4 0.824598794 E -0.19285832100000003 3155 2 0.258819045102521 -0.9659258262890682 0.7758587728069828 -0.6309066211876704 0.8596618713447651 -0.5108634523588633
6.58333333 12MAR2017:12:00:00 3.96234243 4 0.9239926009999999 E -0.079051215 3156 2 1.2246467991473532e-16 -1.0 0.7758587728069828 -0.6309066211876704 0.8384781573981451 -0.5449352067596765
6.75 12MAR2017:13:00:00 4.10426641 4 1.02091245 E 0.0206967862 3157 2 -0.25881904510252035 -0.9659258262890684 0.7758587728069828 -0.6309066211876704 0.7508960012617563 -0.6604204685570432
6.91666667 12MAR2017:14:00:00 2.50457819 4 0.7636227959999999 E -0.269681334 3158 2 -0.4999999999999997 -0.8660254037844388 0.7758587728069828 -0.6309066211876704 0.8981121135717898 -0.43976656473135
7.0 12MAR2017:15:00:00 2.42884654 4 0.7106959409999999 E -0.34151059 3159 2 -0.7071067811865471 -0.7071067811865479 0.7758587728069828 -0.6309066211876704 0.926483375438373 -0.3763356946083095
6.08333333 12MAR2017:16:00:00 0.798179172 4 0.88521603 E -0.121923562 3160 2 -0.8660254037844384 -0.5000000000000004 0.7758587728069828 -0.6309066211876704 0.9551314220009485 -0.2961823200436618
3.75 12MAR2017:17:00:00 0.6080865910000001 4 0.885072808 E -0.12208536800000001 3161 2 -0.9659258262890681 -0.2588190451025215 0.7758587728069828 -0.6309066211876704 0.8948386233620014 -0.4463897827455263
2.75 12MAR2017:18:00:00 0.21732544 4 0.812102034 E -0.208129289 3162 2 -1.0 -1.8369701987210297e-16 0.7758587728069828 -0.6309066211876704 0.8909530810623502 -0.454095372521572
2.08333333 12MAR2017:19:00:00 0.47030228700000004 4 0.668074019 E -0.403356305 3163 2 -0.9659258262890684 0.2588190451025203 0.7758587728069828 -0.6309066211876704 0.9668253368838254 -0.2554383838804918
2.0 12MAR2017:20:00:00 0.303674974 4 0.787984288 E -0.238277128 3164 2 -0.866025403784439 0.49999999999999933 0.7758587728069828 -0.6309066211876704 0.9933836073896176 -0.11484340890791282
2.0 12MAR2017:21:00:00 1.20247949 4 0.8163958640000001 E -0.202855914 3165 2 -0.7071067811865477 0.7071067811865474 0.7758587728069828 -0.6309066211876704 0.9619737253494358 -0.2731419992189561
2.75 12MAR2017:22:00:00 1.50911943 4 1.0738073000000001 E 0.0712105573 3166 2 -0.5000000000000004 0.8660254037844384 0.7758587728069828 -0.6309066211876704 0.9395847372737002 -0.3423164055114971
2.75 12MAR2017:23:00:00 1.79110713 4 0.992518428 E -0.007509699 3167 2 -0.25881904510252157 0.9659258262890681 0.7758587728069828 -0.6309066211876704 0.9076537831188063 -0.4197196802511397
2.08333333 13MAR2017:00:00:00 0.321076441 4 0.885187154 E -0.12195618300000001 3168 2 0.0 1.0 0.7648913904341226 -0.6441592666722685 0.909620652882258 0.41543984865447686
0.916666667 13MAR2017:01:00:00 0.45126910299999995 4 0.847881302 E -0.165014627 3169 2 0.25881904510252074 0.9659258262890683 0.7648913904341226 -0.6441592666722685 0.9822135836378733 0.18776707942886717
1.66666667 13MAR2017:02:00:00 0.352196816 4 0.686056647 E -0.376795079 3170 2 0.49999999999999994 0.8660254037844387 0.7648913904341226 -0.6441592666722685 0.8860070500053273 0.4636717668144757
1.5 13MAR2017:03:00:00 0.534085254 4 0.603876141 E -0.504386167 3171 2 0.7071067811865475 0.7071067811865476 0.7648913904341226 -0.6441592666722685 0.9948831176728545 0.10103257974307674
1.58333333 13MAR2017:04:00:00 0.573176797 4 0.6541398 E -0.42443418899999996 3172 2 0.8660254037844386 0.5000000000000001 0.7648913904341226 -0.6441592666722685 0.9995723971350366 0.02924077436930578
1.58333333 13MAR2017:05:00:00 0.774407955 4 0.7303290579999999 E -0.314260082 3173 2 0.9659258262890682 0.25881904510252096 0.7648913904341226 -0.6441592666722685 0.9962653663730304 -0.086344193583654
2.16666667 13MAR2017:06:00:00 1.49003474 4 0.7620669179999999 E -0.271720908 3174 2 1.0 6.123233995736766e-17 0.7648913904341226 -0.6441592666722685 0.9069155945123605 -0.42131235969324676
2.83333333 13MAR2017:07:00:00 2.27595373 4 0.687649363 E -0.37447621799999997 3175 2 0.9659258262890683 -0.25881904510252063 0.7648913904341226 -0.6441592666722685 0.7425251128656535 -0.6698182266584335
