Temp	date	dt	vW	dW	method	ef	aer	wd	lg_aer	lg_ef	season1	season2	season3	h	t	season4
19.1666667	13JUL2017	13JUL2017:14:00:00	4.12926084	314.038041	1			W			S	S	S	14	6110	1
19.1666667	13JUL2017	13JUL2017:14:00:00	4.12926084	314.038041	4	2.74543089	7271.3259231	W	8.8916939367	1.0099380353	S	S	S	14	6110	1
19.1666667	13JUL2017	13JUL2017:15:00:00	4.15467102	312.421211	1			W			S	S	S	15	6111	1
19.1666667	13JUL2017	13JUL2017:15:00:00	4.15467102	312.421211	4	2.02702623	4697.5403308	W	8.4547943168	0.7065698077	S	S	S	15	6111	1
19.1666667	14JUL2017	14JUL2017:21:00:00	0.43878749	344.990495	1	2.42757448	703.22406462	N	6.5556755674	0.8868926025	S	S	S	21	6141	1
19.1666667	14JUL2017	14JUL2017:21:00:00	0.43878749	344.990495	4	2.10180324	1256.9890615	N	7.1364745065	0.742795662	S	S	S	21	6141	1
19.1666667	15JUL2017	15JUL2017:09:00:00	1.74270827	146.825695	1			E			S	S	S	9	6153	1
19.1666667	15JUL2017	15JUL2017:09:00:00	1.74270827	146.825695	4	3.55038671	1763.1125077	E	7.4748359964	1.2670565299	S	S	S	9	6153	1
19.1666667	16JUL2017	16JUL2017:11:00:00	1.22680531	177.435069	1	3.7548895	1864.6680462	S	7.5308383249	1.3230588574	S	S	S	11	6179	1
19.1666667	16JUL2017	16JUL2017:11:00:00	1.22680531	177.435069	4	2.832343	1335.0152538	S	7.1966979969	1.0411042843	S	S	S	11	6179	1
19.1666667	21JUL2017	21JUL2017:06:00:00	1.6993213	279.95489	1			W			S	S	S	6	6294	1
19.1666667	21JUL2017	21JUL2017:06:00:00	1.6993213	279.95489	4	2.71372746	1985.9807154	W	7.5938681343	0.9983231363	S	S	S	6	6294	1
19.1666667	24JUL2017	24JUL2017:22:00:00	1.17597566	350.700299	1	4.39919342	1853.6234538	N	7.5248976262	1.4814212105	S	S	S	22	6382	1
19.1666667	24JUL2017	24JUL2017:22:00:00	1.17597566	350.700299	4	5.07835884	2544.6191769	N	7.841736282	1.6249881464	S	S	S	22	6382	1
19.1666667	28JUL2017	28JUL2017:20:00:00	0.557093357	183.667846	1	2.72844035	643.02054769	S	6.4661766797	1.0037301456	S	S	S	20	6476	1
19.1666667	28JUL2017	28JUL2017:20:00:00	0.557093357	183.667846	4	1.83418526	629.72447846	S	6.445282388	0.6066003829	S	S	S	20	6476	1
19.1666667	02AUG2017	02AUG2017:00:00:00	1.08958	252.248141	1	4.3974912	1421.9977923	W	7.2598180578	1.4810341965	S	S	S	0	6576	1
19.1666667	02AUG2017	02AUG2017:00:00:00	1.08958	252.248141	4	2.77658891	1494.4918	W	7.3095414949	1.0212231635	S	S	S	0	6576	1
19.1666667	03AUG2017	03AUG2017:03:00:00	0.830254896	134.547255	1	2.38588819	1036.7224615	E	6.9438195365	0.8695714617	S	S	S	3	6603	1
19.1666667	03AUG2017	03AUG2017:03:00:00	0.830254896	134.547255	4	1.80980575	482.39330846	E	6.178759774	0.5932195191	S	S	S	3	6603	1
19.1666667	06AUG2017	06AUG2017:11:00:00	3.36154444	292.622162	1	2.91813029	2254.2110385	W	7.7205553186	1.0709430995	S	S	S	11	6683	1
19.1666667	06AUG2017	06AUG2017:11:00:00	3.36154444	292.622162	4	2.34435446	3835.0121923	W	8.251927893	0.8520100804	S	S	S	11	6683	1
19.1666667	06AUG2017	06AUG2017:14:00:00	2.75600387	295.724545	1	3.15463337	2924.2872692	W	7.9808060613	1.1488722832	S	S	S	14	6686	1
19.1666667	06AUG2017	06AUG2017:14:00:00	2.75600387	295.724545	4	2.27604031	5425.3224308	W	8.5988326109	0.822437227	S	S	S	14	6686	1
19.1666667	09AUG2017	09AUG2017:06:00:00	0.830382787	230.72163	1	5.54028219	1925.9024846	S	7.56314996	1.7120454363	S	S	S	6	6750	1
19.1666667	09AUG2017	09AUG2017:06:00:00	0.830382787	230.72163	4	2.25185663	1118.2659538	S	7.019534509	0.8117550448	S	S	S	6	6750	1
19.1666667	16AUG2017	16AUG2017:02:00:00	0.742897563	257.761171	1	1.87647091	984.59666923	W	6.8922320845	0.6293928372	S	S	S	2	6914	1
19.1666667	16AUG2017	16AUG2017:02:00:00	0.742897563	257.761171	4	1.58710858	832.76633846	W	6.7247530968	0.4619138576	S	S	S	2	6914	1
19.1666667	18AUG2017	18AUG2017:04:00:00	0.65225049	174.373974	1			S			S	S	S	4	6964	1
19.1666667	18AUG2017	18AUG2017:04:00:00	0.65225049	174.373974	4	2.18615884	921.14960769	S	6.8256224636	0.7821460495	S	S	S	4	6964	1
19.1666667	20AUG2017	20AUG2017:12:00:00	2.45467699	250.159096	1	1.57740149	4874.0741462	W	8.4916854467	0.4557788666	S	S	S	12	7020	1
19.1666667	20AUG2017	20AUG2017:12:00:00	2.45467699	250.159096	4	1.91525628	4438.5185846	W	8.3980759476	0.6498514414	S	S	S	12	7020	1
19.1666667	21AUG2017	21AUG2017:16:00:00	4.58007821	313.520229	1	2.79982552	2994.6771846	W	8.00459172	1.029557101	S	S	S	16	7048	1
19.1666667	21AUG2017	21AUG2017:16:00:00	4.58007821	313.520229	4	2.58968601	4364.7116846	W	8.3813074145	0.9515366367	S	S	S	16	7048	1
19.1666667	21AUG2017	21AUG2017:17:00:00	4.39327213	309.341713	1	4.22433201	4518.3210846	W	8.4158957624	1.4408611442	S	S	S	17	7049	1
19.1666667	21AUG2017	21AUG2017:17:00:00	4.39327213	309.341713	4	4.29666646	7241.6927	W	8.8876102564	1.4578394802	S	S	S	17	7049	1
19.1666667	22AUG2017	22AUG2017:12:00:00	3.44256289	318.024939	1	1.04928956	1945.3443538	W	7.5731942861	0.0481133256	S	S	S	12	7068	1
19.1666667	22AUG2017	22AUG2017:12:00:00	3.44256289	318.024939	4	1.13327659	3317.4524385	W	8.1069524295	0.1251130741	S	S	S	12	7068	1
19.1666667	22AUG2017	22AUG2017:16:00:00	2.88308648	321.192522	1	1.1500223	1776.7492923	W	7.4825407334	0.1397813335	S	S	S	16	7072	1
19.1666667	22AUG2017	22AUG2017:16:00:00	2.88308648	321.192522	4	1.14251521	2762.8451462	W	7.9240162778	0.1332321566	S	S	S	16	7072	1
19.1666667	25AUG2017	25AUG2017:11:00:00	2.38585548	255.340374	1	1.98086341	4237.4401077	W	8.3517146177	0.6835328153	S	S	S	11	7139	1
19.1666667	25AUG2017	25AUG2017:11:00:00	2.38585548	255.340374	4	2.48720393	4462.4369231	W	8.4034502911	0.9111591599	S	S	S	11	7139	1
19.2	20MAY2017	20MAY2017:14:00:00	3.3771897	313.377767	1	3.32312038	2310.3537231	W	7.7451559187	1.200904215	T	T	T	14	4814	2
19.2	20MAY2017	20MAY2017:14:00:00	3.3771897	313.377767	4	3.00018392	5214.5914692	W	8.5592160267	1.0986735935	T	T	T	14	4814	2
19.2	20MAY2017	20MAY2017:15:00:00	3.17074509	318.826802	1	3.90558042	2361.1313462	W	7.7668961671	1.3624064073	T	T	T	15	4815	2
19.2	20MAY2017	20MAY2017:15:00:00	3.17074509	318.826802	4	2.8322802	3526.7531538	W	8.1681329402	1.0410821116	T	T	T	15	4815	2
19.2	25MAY2017	25MAY2017:20:00:00	1.44990612	312.785136	1	1.2103121	623.29839846	W	6.4350253744	0.1908782602	T	T	T	20	4940	2
19.2	25MAY2017	25MAY2017:20:00:00	1.44990612	312.785136	4	0.948098792	1068.8961769	W	6.9743817846	-0.053296571	T	T	T	20	4940	2
19.2	03JUN2017	03JUN2017:19:00:00	1.77068601	112.898861	1	2.31020951	655.56790769	E	6.4855018946	0.8373382174	S	S	S	19	5155	1
19.2	03JUN2017	03JUN2017:19:00:00	1.77068601	112.898861	4	2.48891959	861.60353846	E	6.7587952327	0.9118487167	S	S	S	19	5155	1
19.25	28MAR2017	28MAR2017:15:00:00	1.60595753	253.113282	1	3.08845133	3303.3896846	W	8.1027043974	1.1276697776	T	W	T	15	3543	2
19.25	28MAR2017	28MAR2017:15:00:00	1.60595753	253.113282	4	4.2534002	5544.5961923	W	8.6205790734	1.4477187101	T	W	T	15	3543	2
19.25	01APR2017	01APR2017:14:00:00	1.79956884	316.137957	1	4.25542375	1314.8999154	W	7.1815158317	1.4481943458	T	T	T	14	3638	2
19.25	01APR2017	01APR2017:14:00:00	1.79956884	316.137957	4	4.89429227	2617.4533538	W	7.8699571217	1.5880696833	T	T	T	14	3638	2
19.25	12JUN2017	12JUN2017:04:00:00	1.172176	282.53639	1	1.55851703	492.51705538	W	6.1995290902	0.4437347473	S	S	S	4	5356	1
19.25	12JUN2017	12JUN2017:04:00:00	1.172176	282.53639	4	1.99796067	757.66618231	W	6.6302428959	0.6921269953	S	S	S	4	5356	1
19.25	16JUN2017	16JUN2017:00:00:00	1.04946095	201.204257	1	3.09407841	1536.5110308	S	7.3372695607	1.1294900944	S	S	S	0	5448	1
19.25	16JUN2017	16JUN2017:00:00:00	1.04946095	201.204257	4	1.96913999	1190.4499923	S	7.0820866594	0.6775968941	S	S	S	0	5448	1
19.25	16JUN2017	16JUN2017:15:00:00	3.96483297	312.147321	1	1.89433087	2026.1653462	W	7.6139002936	0.6388656733	S	S	S	15	5463	1
19.25	16JUN2017	16JUN2017:15:00:00	3.96483297	312.147321	4	1.4315166	3619.0626308	W	8.1939703295	0.3587344417	S	S	S	15	5463	1
19.25	18JUN2017	18JUN2017:12:00:00	1.4908999	279.876094	1	1.72028008	2174.5473846	W	7.6845758228	0.5424871148	S	S	S	12	5508	1
19.25	18JUN2017	18JUN2017:12:00:00	1.4908999	279.876094	4	1.62267098	2219.2911538	W	7.7049431238	0.4840735446	S	S	S	12	5508	1
19.25	26JUN2017	26JUN2017:17:00:00	3.62452886	321.525582	1	1.32313381	1415.2162692	W	7.2550376388	0.2800030214	S	S	S	17	5705	1
19.25	26JUN2017	26JUN2017:17:00:00	3.62452886	321.525582	4	1.17107765	2791.4592923	W	7.9343197819	0.1579243933	S	S	S	17	5705	1
19.25	29JUN2017	29JUN2017:04:00:00	0.1	87.6	1	0.92526599	584.79859231	E	6.3712675013	-0.077674026	S	S	S	4	5764	1
19.25	29JUN2017	29JUN2017:04:00:00	0.1	87.6	4	1.4077595	487.33216	E	6.188945944	0.3419994335	S	S	S	4	5764	1
19.25	13JUL2017	13JUL2017:17:00:00	3.08533801	313.731968	1			W			S	S	S	17	6113	1
19.25	13JUL2017	13JUL2017:17:00:00	3.08533801	313.731968	4	1.75529379	3615.8336462	W	8.1930777155	0.5626362446	S	S	S	17	6113	1
19.25	16JUL2017	16JUL2017:13:00:00	2.05408763	226.078672	1	5.61698331	4110.6635385	S	8.3213397393	1.7257947422	S	S	S	13	6181	1
19.25	16JUL2017	16JUL2017:13:00:00	2.05408763	226.078672	4	3.7552792	4095.3822615	S	8.3176153403	1.3231626366	S	S	S	13	6181	1
19.25	22JUL2017	22JUL2017:20:00:00	0.506192883	352.2308	1	2.31170881	868.74796923	N	6.7670530593	0.8379869956	S	S	S	20	6332	1
19.25	22JUL2017	22JUL2017:20:00:00	0.506192883	352.2308	4	2.06130813	1879.4703154	N	7.538745269	0.7233407958	S	S	S	20	6332	1
19.25	28JUL2017	28JUL2017:17:00:00	1.61439527	284.171037	1	3.37037604	2929.0094615	W	7.9824195771	1.2150243227	S	S	S	17	6473	1
19.25	28JUL2017	28JUL2017:17:00:00	1.61439527	284.171037	4	1.80676096	1794.4652846	W	7.492462365	0.5915357173	S	S	S	17	6473	1
19.25	31JUL2017	31JUL2017:00:00:00	0.426664033	221.380467	1	2.04092209	399.69661923	S	5.9907058074	0.7134017106	S	S	S	0	6528	1
19.25	31JUL2017	31JUL2017:00:00:00	0.426664033	221.380467	4	2.01450346	533.54507154	S	6.2795435499	0.7003727432	S	S	S	0	6528	1
19.25	03AUG2017	03AUG2017:23:00:00	0.791790609	228.101844	1	2.28643715	648.82202769	S	6.4751584537	0.8269947763	S	S	S	23	6623	1
19.25	03AUG2017	03AUG2017:23:00:00	0.791790609	228.101844	4	2.3138734	584.97768846	S	6.3715737071	0.8389229168	S	S	S	23	6623	1
19.25	06AUG2017	06AUG2017:15:00:00	2.73708478	283.115093	1	3.78412865	4384.7722923	W	8.3858929747	1.330815649	S	S	S	15	6687	1
19.25	06AUG2017	06AUG2017:15:00:00	2.73708478	283.115093	4	1.81815556	3699.6516231	W	8.2159939383	0.5978225587	S	S	S	15	6687	1
19.25	09AUG2017	09AUG2017:22:00:00	0.4065685	230.416844	1	2.03767996	566.66758154	S	6.3397728559	0.7118118862	S	S	S	22	6766	1
19.25	09AUG2017	09AUG2017:22:00:00	0.4065685	230.416844	4	1.48934083	701.99574231	S	6.5539273389	0.3983336261	S	S	S	22	6766	1
19.25	11AUG2017	11AUG2017:18:00:00	2.53506953	344.36586	1			N			S	S	S	18	6810	1
19.25	11AUG2017	11AUG2017:18:00:00	2.53506953	344.36586	4	5.3664071	9628.1824615	N	9.1724497499	1.6801586157	S	S	S	18	6810	1
19.25	30AUG2017	30AUG2017:01:00:00	0	131.6	1	2.4452132	971.42904615	E	6.8787682308	0.8941323175	S	S	S	1	7249	1
19.25	30AUG2017	30AUG2017:01:00:00	0	131.6	4	2.64320734	1136.6929077	E	7.0358783673	0.9719930813	S	S	S	1	7249	1
19.3	22MAY2017	22MAY2017:08:00:00	0.690644683	320.2108	1	2.83074654	960.01833077	W	6.8669523788	1.0405404719	T	T	T	8	4856	2
19.3	22MAY2017	22MAY2017:08:00:00	0.690644683	320.2108	4	3.08239397	1279.3982077	W	7.1541450961	1.1257065581	T	T	T	8	4856	2
19.3	31MAY2017	31MAY2017:09:00:00	3.73550883	290.66434	1	4.16905249	4830.7939692	W	8.482766116	1.4276887894	T	T	T	9	5073	1
19.3	31MAY2017	31MAY2017:09:00:00	3.73550883	290.66434	4	2.30290519	6625.0888769	W	8.7986190661	0.8341714519	T	T	T	9	5073	1
19.3	01JUN2017	01JUN2017:13:00:00	3.45739549	298.013004	1	3.1057808	1599.4454615	W	7.3774122616	1.1332651492	S	S	S	13	5101	1
19.3	01JUN2017	01JUN2017:13:00:00	3.45739549	298.013004	4	2.49447858	2850.8250615	W	7.9553637266	0.9140797214	S	S	S	13	5101	1
19.3333333	28MAR2017	28MAR2017:13:00:00	1.63804029	245.669852	1	1.9952314	1849.5429077	W	7.5226938106	0.6907600336	T	W	T	13	3541	2
19.3333333	28MAR2017	28MAR2017:13:00:00	1.63804029	245.669852	4	2.51951682	2595.0509692	W	7.8613614367	0.924067145	T	W	T	13	3541	2
19.3333333	11JUN2017	11JUN2017:23:00:00	1.25149788	185.981809	1	3.13332056	1742.7184077	S	7.4632014764	1.142093324	S	S	S	23	5351	1
19.3333333	11JUN2017	11JUN2017:23:00:00	1.25149788	185.981809	4	2.0380977	1089.9687538	S	6.9939043086	0.7120168728	S	S	S	23	5351	1
19.3333333	12JUN2017	12JUN2017:03:00:00	1.0276839	245.301462	1	1.38015313	417.18803308	W	6.0335370388	0.3221944568	S	S	S	3	5355	1
19.3333333	12JUN2017	12JUN2017:03:00:00	1.0276839	245.301462	4	1.55234161	628.68591077	W	6.443631785	0.4397645071	S	S	S	3	5355	1
19.3333333	21JUN2017	21JUN2017:19:00:00	1.9229213	335.199883	1	1.79262804	958.69229231	N	6.8655701603	0.5836827219	S	S	S	19	5587	1
19.3333333	21JUN2017	21JUN2017:19:00:00	1.9229213	335.199883	4	1.84377762	1671.9926308	N	7.4217713862	0.6118165213	S	S	S	19	5587	1
19.3333333	21JUN2017	21JUN2017:20:00:00	1.44542255	336.414795	1	2.25400679	696.47431615	N	6.546030917	0.812709428	S	S	S	20	5588	1
19.3333333	21JUN2017	21JUN2017:20:00:00	1.44542255	336.414795	4	1.98812395	813.06813077	N	6.7008149077	0.6871914554	S	S	S	20	5588	1
19.3333333	22JUN2017	22JUN2017:09:00:00	0.911400111	178.604845	1	2.2038747	1612.8563846	S	7.385762038	0.7902170385	S	S	S	9	5601	1
19.3333333	22JUN2017	22JUN2017:09:00:00	0.911400111	178.604845	4	2.0123541	1767.2355846	S	7.4771717881	0.6993052308	S	S	S	9	5601	1
19.3333333	28JUN2017	28JUN2017:09:00:00	2.9	86.2	1	1.66515587	1447.0958846	E	7.2773139889	0.5099187347	S	S	S	9	5745	1
19.3333333	28JUN2017	28JUN2017:09:00:00	2.9	86.2	4	3.14925111	1631.9057154	E	7.3975037614	1.1471646817	S	S	S	9	5745	1
19.3333333	06JUL2017	06JUL2017:09:00:00	1.15524957	137.182306	1			E			S	S	S	9	5937	1
19.3333333	06JUL2017	06JUL2017:09:00:00	1.15524957	137.182306	4	3.76270705	1687.7227769	E	7.43113543	1.3251386585	S	S	S	9	5937	1
19.3333333	22JUL2017	22JUL2017:19:00:00	0.588819439	353.500249	1	1.74493909	933.18837692	N	6.838607085	0.5567196496	S	S	S	19	6331	1
19.3333333	22JUL2017	22JUL2017:19:00:00	0.588819439	353.500249	4	1.86205073	1849.3787923	N	7.5226050737	0.6216784234	S	S	S	19	6331	1
19.3333333	26JUL2017	26JUL2017:17:00:00	3.89670534	341.946572	1	1.65657246	2879.2730231	N	7.9652931187	0.5047506846	S	S	S	17	6425	1
19.3333333	26JUL2017	26JUL2017:17:00:00	3.89670534	341.946572	4	1.76109429	5155.2697846	N	8.5477747296	0.5659353715	S	S	S	17	6425	1
19.3333333	01AUG2017	01AUG2017:01:00:00	0.793676147	308.717025	1	1.53919693	509.57404308	W	6.2335751671	0.4312608064	S	S	S	1	6553	1
19.3333333	01AUG2017	01AUG2017:01:00:00	0.793676147	308.717025	4	1.77255557	584.51140231	W	6.3707762885	0.5724223301	S	S	S	1	6553	1
19.3333333	01AUG2017	01AUG2017:04:00:00	2.02079869	340.528462	1	2.11901101	516.91693	N	6.2478821846	0.7509494751	S	S	S	4	6556	1
19.3333333	01AUG2017	01AUG2017:04:00:00	2.02079869	340.528462	4	1.92144908	1196.2934692	N	7.08698328	0.6530796305	S	S	S	4	6556	1
19.3333333	01AUG2017	01AUG2017:05:00:00	0.521908141	345.94572	1	3.07335273	1220.9749692	N	7.1074049737	1.1227690602	S	S	S	5	6557	1
19.3333333	01AUG2017	01AUG2017:05:00:00	0.521908141	345.94572	4	2.11120516	1000.7634154	N	6.9085184031	0.7472589503	S	S	S	5	6557	1
19.3333333	03AUG2017	03AUG2017:22:00:00	0.805498007	199.776379	1	3.31571972	698.54803385	S	6.5490039435	1.1986747102	S	S	S	22	6622	1
19.3333333	03AUG2017	03AUG2017:22:00:00	0.805498007	199.776379	4	2.7635326	734.25784154	S	6.5988602497	1.0165097889	S	S	S	22	6622	1
19.3333333	04AUG2017	04AUG2017:10:00:00	2.76525691	230.340722	1	1.64419402	3266.0093462	S	8.0913241352	0.4972503067	S	S	S	10	6634	1
19.3333333	04AUG2017	04AUG2017:10:00:00	2.76525691	230.340722	4	2.34117889	2959.4043923	S	7.9927433083	0.8506546017	S	S	S	10	6634	1
19.3333333	16AUG2017	16AUG2017:05:00:00	1.20850097	286.80066	1	1.94899849	1003.7143615	W	6.9114627593	0.6673156458	S	S	S	5	6917	1
19.3333333	16AUG2017	16AUG2017:05:00:00	1.20850097	286.80066	4	2.2660293	1145.7641385	W	7.0438270632	0.8180290928	S	S	S	5	6917	1
19.3333333	18AUG2017	18AUG2017:02:00:00	0.510554376	212.512818	1			S			S	S	S	2	6962	1
19.3333333	18AUG2017	18AUG2017:02:00:00	0.510554376	212.512818	4	1.88089205	550.59550308	S	6.3110004254	0.631746159	S	S	S	2	6962	1
19.3333333	19AUG2017	19AUG2017:14:00:00	1.41054901	209.594785	1			S			S	S	S	14	6998	1
19.3333333	19AUG2017	19AUG2017:14:00:00	1.41054901	209.594785	4	4.03956324	3164.4515692	S	8.0597350397	1.3961365772	S	S	S	14	6998	1
19.3333333	21AUG2017	21AUG2017:15:00:00	4.57808186	315.288879	1	2.74894621	2636.0924538	W	7.8770529685	1.0112176419	S	S	S	15	7047	1
19.3333333	21AUG2017	21AUG2017:15:00:00	4.57808186	315.288879	4	2.73810293	4007.6387077	W	8.2959574959	1.0072653193	S	S	S	15	7047	1
19.3333333	30AUG2017	30AUG2017:07:00:00	1.7	341.2	1	3.42019343	689.22968769	N	6.5355745793	1.229697108	S	S	S	7	7255	1
19.3333333	30AUG2017	30AUG2017:07:00:00	1.7	341.2	4	1.78177991	681.88512	N	6.5248611979	0.5776128141	S	S	S	7	7255	1
19.4	17MAY2017	17MAY2017:22:00:00	2.81828033	116.062619	1	2.67562734	826.75248462	E	6.7175053571	0.9841838725	T	T	T	22	4750	2
19.4	17MAY2017	17MAY2017:22:00:00	2.81828033	116.062619	4	3.24093557	901.28634615	E	6.8038230164	1.1758620443	T	T	T	22	4750	2
19.4	20MAY2017	20MAY2017:17:00:00	3.69289811	332.716011	1	3.57607185	4520.3904615	N	8.4163536544	1.2742649494	T	T	T	17	4817	2
19.4	20MAY2017	20MAY2017:17:00:00	3.69289811	332.716011	4	3.05067741	3856.2572692	N	8.2574523727	1.1153636676	T	T	T	17	4817	2
19.4	31MAY2017	31MAY2017:16:00:00	4.78988306	291.415979	1	2.89787935	2878.1582154	W	7.96490586	1.0639792109	T	T	T	16	5080	1
19.4	31MAY2017	31MAY2017:16:00:00	4.78988306	291.415979	4	1.68881754	5218.3429308	W	8.5599351843	0.5240286036	T	T	T	16	5080	1
19.4166667	15MAY2017	15MAY2017:13:00:00	2.70259647	320.913267	1	3.50408453	1218.0832769	W	7.1050338178	1.2539292966	T	T	T	13	4693	2
19.4166667	15MAY2017	15MAY2017:13:00:00	2.70259647	320.913267	4	2.85541174	2146.1467308	W	7.6714292949	1.0492160499	T	T	T	13	4693	2
19.4166667	12JUN2017	12JUN2017:12:00:00	3.84437003	279.43522	1	3.35855775	5837.4776769	W	8.6720540779	1.2115116408	S	S	S	12	5364	1
19.4166667	12JUN2017	12JUN2017:12:00:00	3.84437003	279.43522	4	1.6142913	4988.0614154	W	8.5148026194	0.4788960368	S	S	S	12	5364	1
19.4166667	14JUN2017	14JUN2017:11:00:00	3.31026133	320.836573	1	3.68659976	1898.5613	W	7.5488516678	1.304704559	S	S	S	11	5411	1
19.4166667	14JUN2017	14JUN2017:11:00:00	3.31026133	320.836573	4	2.43172541	2634.7381385	W	7.8765390778	0.8886010507	S	S	S	11	5411	1
19.4166667	17JUN2017	17JUN2017:21:00:00	1.75995535	314.06682	1	1.91174983	501.55387538	W	6.2177110301	0.648018964	S	S	S	21	5493	1
19.4166667	17JUN2017	17JUN2017:21:00:00	1.75995535	314.06682	4	2.08721059	784.38077692	W	6.6648945873	0.7358285286	S	S	S	21	5493	1
19.4166667	21JUN2017	21JUN2017:14:00:00	3.31778468	315.723133	1	2.98986763	2188.0677154	W	7.6907741116	1.0952291155	S	S	S	14	5582	1
19.4166667	21JUN2017	21JUN2017:14:00:00	3.31778468	315.723133	4	1.99416996	4265.9053231	W	8.3584097054	0.6902279036	S	S	S	14	5582	1
19.4166667	23JUN2017	23JUN2017:19:00:00	3.54590619	300.8817	1	2.39513764	1850.2072077	W	7.523052916	0.8734406989	S	S	S	19	5635	1
19.4166667	23JUN2017	23JUN2017:19:00:00	3.54590619	300.8817	4	1.59509514	3168.4798462	W	8.0610072081	0.4669333834	S	S	S	19	5635	1
19.4166667	26JUN2017	26JUN2017:19:00:00	2.68947385	315.890946	1	2.00117298	1070.2215231	W	6.9756209369	0.6937334986	S	S	S	19	5707	1
19.4166667	26JUN2017	26JUN2017:19:00:00	2.68947385	315.890946	4	1.6656984	1634.8996154	W	7.3993366841	0.5102444949	S	S	S	19	5707	1
19.4166667	04JUL2017	04JUL2017:16:00:00	2.1	317.15949	1			W			S	S	S	16	5896	1
19.4166667	04JUL2017	04JUL2017:16:00:00	2.1	317.15949	4	2.19465588	3051.6086077	W	8.0234241429	0.7860252597	S	S	S	16	5896	1
19.4166667	08JUL2017	08JUL2017:07:00:00	1.75199167	307.063501	1			W			S	S	S	7	5983	1
19.4166667	08JUL2017	08JUL2017:07:00:00	1.75199167	307.063501	4	2.49905301	1007.2070846	W	6.9149365167	0.9159118641	S	S	S	7	5983	1
19.4166667	13JUL2017	13JUL2017:16:00:00	4.01935876	317.339959	1			W			S	S	S	16	6112	1
19.4166667	13JUL2017	13JUL2017:16:00:00	4.01935876	317.339959	4	2.39436017	4932.2843462	W	8.5035575159	0.8731160428	S	S	S	16	6112	1
19.4166667	21JUL2017	21JUL2017:22:00:00	0.553410594	346.617571	1	2.84797846	582.35818923	N	6.3670857038	1.0466094303	S	S	S	22	6310	1
19.4166667	21JUL2017	21JUL2017:22:00:00	0.553410594	346.617571	4	2.96600587	863.69623846	N	6.7612211311	1.0872162228	S	S	S	22	6310	1
19.4166667	29JUL2017	29JUL2017:14:00:00	1.6098866	204.058427	1	7.30954478	5646.5115923	S	8.6387932162	1.9891809982	S	S	S	14	6494	1
19.4166667	29JUL2017	29JUL2017:14:00:00	1.6098866	204.058427	4	2.73112621	2959.1344154	S	7.9926520773	1.0047140553	S	S	S	14	6494	1
19.4166667	02AUG2017	02AUG2017:09:00:00	1.21544065	243.146465	1	3.98664493	1259.8454692	W	7.138744349	1.3829500075	S	S	S	9	6585	1
19.4166667	02AUG2017	02AUG2017:09:00:00	1.21544065	243.146465	4	2.53546564	1500.2107231	W	7.3133608593	0.9303773046	S	S	S	9	6585	1
19.4166667	04AUG2017	04AUG2017:22:00:00	1.43635548	265.036375	1	3.35781604	1261.8785923	W	7.1403568359	1.2112907745	S	S	S	22	6646	1
19.4166667	04AUG2017	04AUG2017:22:00:00	1.43635548	265.036375	4	2.84098589	1782.0959538	W	7.4855454527	1.0441511363	S	S	S	22	6646	1
19.4166667	12AUG2017	12AUG2017:16:00:00	2.75725212	234.495056	1			S			S	S	S	16	6832	1
19.4166667	12AUG2017	12AUG2017:16:00:00	2.75725212	234.495056	4	2.94702627	6304.2445154	S	8.7489784181	1.0807966179	S	S	S	16	6832	1
19.4166667	16AUG2017	16AUG2017:06:00:00	2.13753559	307.196615	1	2.66346148	1028.7416385	W	6.9360916241	0.9796265851	S	S	S	6	6918	1
19.4166667	16AUG2017	16AUG2017:06:00:00	2.13753559	307.196615	4	3.06437603	1687.4972462	W	7.4310017908	1.1198439695	S	S	S	6	6918	1
19.4166667	27AUG2017	27AUG2017:00:00:00	1.19745212	110.251842	1	2.35282398	667.66061154	E	6.5037799779	0.8556163003	S	S	S	0	7176	1
19.4166667	27AUG2017	27AUG2017:00:00:00	1.19745212	110.251842	4	2.4546713	682.63058	E	6.5259538348	0.8979928623	S	S	S	0	7176	1
19.5	31MAY2017	31MAY2017:10:00:00	4.44961352	287.751996	1	2.08617498	3223.0765538	W	8.0780916339	0.7353322361	T	T	T	10	5074	1
19.5	31MAY2017	31MAY2017:10:00:00	4.44961352	287.751996	4	1.17010552	5423.3317615	W	8.5984656217	0.1570939328	T	T	T	10	5074	1
19.5	01JUN2017	01JUN2017:19:00:00	2.77772706	321.831983	1	2.13953514	929.67647692	W	6.8348366513	0.7605885811	S	S	S	19	5107	1
19.5	01JUN2017	01JUN2017:19:00:00	2.77772706	321.831983	4	2.35964578	1550.0893846	W	7.3460678757	0.8585115146	S	S	S	19	5107	1
19.5	20JUN2017	20JUN2017:02:00:00	0.357583333	309.809786	1	1.8897962	477.76538308	W	6.1691197816	0.6364689926	S	S	S	2	5546	1
19.5	20JUN2017	20JUN2017:02:00:00	0.357583333	309.809786	4	1.6426498	485.97007308	W	6.186147044	0.4963106697	S	S	S	2	5546	1
19.5	23JUN2017	23JUN2017:16:00:00	3.98540959	295.491782	1	2.40696343	3346.8164231	W	8.1157648515	0.8783659655	S	S	S	16	5632	1
19.5	23JUN2017	23JUN2017:16:00:00	3.98540959	295.491782	4	1.47204816	5848.1213231	W	8.6738757473	0.3866547372	S	S	S	16	5632	1
